"movie_name","movie_url","movie_movie_name_Director","movie_movie_name_Director_url","movie_movie_name_Actors_name","movie_movie_name_Actors_Character","movie_movie_name_Actors_photo","movie_movie_name_Actors_photo_url","movie_movie_name_Poster","movie_movie_name_Poster_url","movie_movie_name_Release_Date","movie_movie_name_Length","movie_movie_name_Score","movie_movie_name_Synopsis"
"7
爱你，西蒙8.3","https://movie.douban.com/subject/26654498/","格里格·伯兰蒂","https://movie.douban.com/celebrity/1018094/","詹妮弗·加纳","饰 艾米丽 Emily","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p26079.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p26079.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2523592367.jpg","https://movie.douban.com/subject/26654498/photos?type=R","片长:","","8.3","每个人都值得拥有一个伟大的爱情故事。但是对一个17岁的高中生「赛门」来说这一切却是件超複杂的事：第一、没有人知道他是同性恋；第二、他也搞不清楚自己爱上跟他一样有同样困扰的不具名网友到底是何方神圣？？？为了解决这两个大麻烦，赛门展开一段爆笑又吓人的解答过程，但他没料到的是，最后得到的答案却从此改变了自己的人生。"
"7
爱你，西蒙8.3","https://movie.douban.com/subject/26654498/","格里格·伯兰蒂","https://movie.douban.com/celebrity/1018094/","乔什·杜哈明","饰 杰克 Jack","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p4166.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p4166.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2523592367.jpg","https://movie.douban.com/subject/26654498/photos?type=R","片长:","","8.3","每个人都值得拥有一个伟大的爱情故事。但是对一个17岁的高中生「赛门」来说这一切却是件超複杂的事：第一、没有人知道他是同性恋；第二、他也搞不清楚自己爱上跟他一样有同样困扰的不具名网友到底是何方神圣？？？为了解决这两个大麻烦，赛门展开一段爆笑又吓人的解答过程，但他没料到的是，最后得到的答案却从此改变了自己的人生。"
"7
爱你，西蒙8.3","https://movie.douban.com/subject/26654498/","格里格·伯兰蒂","https://movie.douban.com/celebrity/1018094/","小豪尔赫·兰登伯格","饰 尼克 Nick","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1545624925.39.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1545624925.39.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2523592367.jpg","https://movie.douban.com/subject/26654498/photos?type=R","片长:","","8.3","每个人都值得拥有一个伟大的爱情故事。但是对一个17岁的高中生「赛门」来说这一切却是件超複杂的事：第一、没有人知道他是同性恋；第二、他也搞不清楚自己爱上跟他一样有同样困扰的不具名网友到底是何方神圣？？？为了解决这两个大麻烦，赛门展开一段爆笑又吓人的解答过程，但他没料到的是，最后得到的答案却从此改变了自己的人生。"
"7
爱你，西蒙8.3","https://movie.douban.com/subject/26654498/","格里格·伯兰蒂","https://movie.douban.com/celebrity/1018094/","凯瑟琳·兰福德","饰 丽雅 Leah","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/pDMcmKIx_Xrkcel_avatar_uploaded1491036415.76.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/pDMcmKIx_Xrkcel_avatar_uploaded1491036415.76.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2523592367.jpg","https://movie.douban.com/subject/26654498/photos?type=R","片长:","","8.3","每个人都值得拥有一个伟大的爱情故事。但是对一个17岁的高中生「赛门」来说这一切却是件超複杂的事：第一、没有人知道他是同性恋；第二、他也搞不清楚自己爱上跟他一样有同样困扰的不具名网友到底是何方神圣？？？为了解决这两个大麻烦，赛门展开一段爆笑又吓人的解答过程，但他没料到的是，最后得到的答案却从此改变了自己的人生。"
"8
特工8.5","https://movie.douban.com/subject/26683421/","尹钟彬","https://movie.douban.com/celebrity/1320263/","尹钟彬","导演","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1353211373.83.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1353211373.83.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528281606.jpg","https://movie.douban.com/subject/26683421/photos?type=R","片长:","","8.5","1990年代中期，暗号「黑金星」的南韩「国家安全企划部」情报员，假扮成南韩商人跟北韩进行商业交易，藉此渗透北韩军事单位，打探核开发情报，他得在最危险的地方，赢得敌方的信任，没想到一心只想完成任务的他，却在不自觉中陷入南北韩权力高层间的恐怖阴谋。"
"8
特工8.5","https://movie.douban.com/subject/26683421/","尹钟彬","https://movie.douban.com/celebrity/1320263/","黄政民","饰 黑金星 / 朴錫英","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1459307788.59.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1459307788.59.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528281606.jpg","https://movie.douban.com/subject/26683421/photos?type=R","片长:","","8.5","1990年代中期，暗号「黑金星」的南韩「国家安全企划部」情报员，假扮成南韩商人跟北韩进行商业交易，藉此渗透北韩军事单位，打探核开发情报，他得在最危险的地方，赢得敌方的信任，没想到一心只想完成任务的他，却在不自觉中陷入南北韩权力高层间的恐怖阴谋。"
"8
特工8.5","https://movie.douban.com/subject/26683421/","尹钟彬","https://movie.douban.com/celebrity/1320263/","李星民","饰 利明雲","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p53117.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p53117.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528281606.jpg","https://movie.douban.com/subject/26683421/photos?type=R","片长:","","8.5","1990年代中期，暗号「黑金星」的南韩「国家安全企划部」情报员，假扮成南韩商人跟北韩进行商业交易，藉此渗透北韩军事单位，打探核开发情报，他得在最危险的地方，赢得敌方的信任，没想到一心只想完成任务的他，却在不自觉中陷入南北韩权力高层间的恐怖阴谋。"
"8
特工8.5","https://movie.douban.com/subject/26683421/","尹钟彬","https://movie.douban.com/celebrity/1320263/","赵震雄","饰 崔學成","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1512941290.55.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1512941290.55.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528281606.jpg","https://movie.douban.com/subject/26683421/photos?type=R","片长:","","8.5","1990年代中期，暗号「黑金星」的南韩「国家安全企划部」情报员，假扮成南韩商人跟北韩进行商业交易，藉此渗透北韩军事单位，打探核开发情报，他得在最危险的地方，赢得敌方的信任，没想到一心只想完成任务的他，却在不自觉中陷入南北韩权力高层间的恐怖阴谋。"
"8
特工8.5","https://movie.douban.com/subject/26683421/","尹钟彬","https://movie.douban.com/celebrity/1320263/","朱智勋","饰 鄭武澤","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1434620083.98.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1434620083.98.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528281606.jpg","https://movie.douban.com/subject/26683421/photos?type=R","片长:","","8.5","1990年代中期，暗号「黑金星」的南韩「国家安全企划部」情报员，假扮成南韩商人跟北韩进行商业交易，藉此渗透北韩军事单位，打探核开发情报，他得在最危险的地方，赢得敌方的信任，没想到一心只想完成任务的他，却在不自觉中陷入南北韩权力高层间的恐怖阴谋。"
"8
特工8.5","https://movie.douban.com/subject/26683421/","尹钟彬","https://movie.douban.com/celebrity/1320263/","朴圣雄","演员","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1455400493.88.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1455400493.88.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528281606.jpg","https://movie.douban.com/subject/26683421/photos?type=R","片长:","","8.5","1990年代中期，暗号「黑金星」的南韩「国家安全企划部」情报员，假扮成南韩商人跟北韩进行商业交易，藉此渗透北韩军事单位，打探核开发情报，他得在最危险的地方，赢得敌方的信任，没想到一心只想完成任务的他，却在不自觉中陷入南北韩权力高层间的恐怖阴谋。"
"9
碟中谍6：全面瓦解8.1","https://movie.douban.com/subject/26336252/","克里斯托弗·麦奎里","https://movie.douban.com/celebrity/1276314/","克里斯托弗·麦奎里","导演","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1535912054.09.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1535912054.09.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529365085.jpg","https://movie.douban.com/subject/26336252/photos?type=R","2018-08-31(中国大陆)","又名:","8.1","伊森·亨特（汤姆·克鲁斯饰）和队友们接到了追回三个大杀伤性核武器的任务。眼见任务马上就能完成，但为了挽救其中一位队友卢瑟（文·瑞姆斯饰）的生命，三个核武器被人趁机带走。中情局负责人斯隆女士（安吉拉·贝塞特饰）调来她手下的得意猛将沃克（亨利·卡维尔饰），让他盯着伊森·亨特完成追回核武器的任务。期间，女特工伊尔莎（丽贝卡·弗格森饰）突然出现，伊森·亨特发现，他要面对的并不只是恐怖分子，还有潜藏在政府部门的内鬼。"
"9
碟中谍6：全面瓦解8.1","https://movie.douban.com/subject/26336252/","克里斯托弗·麦奎里","https://movie.douban.com/celebrity/1276314/","汤姆·克鲁斯","饰 Ethan Hunt","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p567.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p567.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529365085.jpg","https://movie.douban.com/subject/26336252/photos?type=R","2018-08-31(中国大陆)","又名:","8.1","伊森·亨特（汤姆·克鲁斯饰）和队友们接到了追回三个大杀伤性核武器的任务。眼见任务马上就能完成，但为了挽救其中一位队友卢瑟（文·瑞姆斯饰）的生命，三个核武器被人趁机带走。中情局负责人斯隆女士（安吉拉·贝塞特饰）调来她手下的得意猛将沃克（亨利·卡维尔饰），让他盯着伊森·亨特完成追回核武器的任务。期间，女特工伊尔莎（丽贝卡·弗格森饰）突然出现，伊森·亨特发现，他要面对的并不只是恐怖分子，还有潜藏在政府部门的内鬼。"
"9
碟中谍6：全面瓦解8.1","https://movie.douban.com/subject/26336252/","克里斯托弗·麦奎里","https://movie.douban.com/celebrity/1276314/","亨利·卡维尔","饰 安格斯·沃克 August Walker","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1371934661.95.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1371934661.95.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529365085.jpg","https://movie.douban.com/subject/26336252/photos?type=R","2018-08-31(中国大陆)","又名:","8.1","伊森·亨特（汤姆·克鲁斯饰）和队友们接到了追回三个大杀伤性核武器的任务。眼见任务马上就能完成，但为了挽救其中一位队友卢瑟（文·瑞姆斯饰）的生命，三个核武器被人趁机带走。中情局负责人斯隆女士（安吉拉·贝塞特饰）调来她手下的得意猛将沃克（亨利·卡维尔饰），让他盯着伊森·亨特完成追回核武器的任务。期间，女特工伊尔莎（丽贝卡·弗格森饰）突然出现，伊森·亨特发现，他要面对的并不只是恐怖分子，还有潜藏在政府部门的内鬼。"
"9
碟中谍6：全面瓦解8.1","https://movie.douban.com/subject/26336252/","克里斯托弗·麦奎里","https://movie.douban.com/celebrity/1276314/","文·瑞姆斯","饰 路德·史提奇尔 Luther Stickell","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p8712.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p8712.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529365085.jpg","https://movie.douban.com/subject/26336252/photos?type=R","2018-08-31(中国大陆)","又名:","8.1","伊森·亨特（汤姆·克鲁斯饰）和队友们接到了追回三个大杀伤性核武器的任务。眼见任务马上就能完成，但为了挽救其中一位队友卢瑟（文·瑞姆斯饰）的生命，三个核武器被人趁机带走。中情局负责人斯隆女士（安吉拉·贝塞特饰）调来她手下的得意猛将沃克（亨利·卡维尔饰），让他盯着伊森·亨特完成追回核武器的任务。期间，女特工伊尔莎（丽贝卡·弗格森饰）突然出现，伊森·亨特发现，他要面对的并不只是恐怖分子，还有潜藏在政府部门的内鬼。"
"9
碟中谍6：全面瓦解8.1","https://movie.douban.com/subject/26336252/","克里斯托弗·麦奎里","https://movie.douban.com/celebrity/1276314/","西蒙·佩吉","饰 班吉·邓恩 Benji Dunn","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p8176.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p8176.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529365085.jpg","https://movie.douban.com/subject/26336252/photos?type=R","2018-08-31(中国大陆)","又名:","8.1","伊森·亨特（汤姆·克鲁斯饰）和队友们接到了追回三个大杀伤性核武器的任务。眼见任务马上就能完成，但为了挽救其中一位队友卢瑟（文·瑞姆斯饰）的生命，三个核武器被人趁机带走。中情局负责人斯隆女士（安吉拉·贝塞特饰）调来她手下的得意猛将沃克（亨利·卡维尔饰），让他盯着伊森·亨特完成追回核武器的任务。期间，女特工伊尔莎（丽贝卡·弗格森饰）突然出现，伊森·亨特发现，他要面对的并不只是恐怖分子，还有潜藏在政府部门的内鬼。"
"9
碟中谍6：全面瓦解8.1","https://movie.douban.com/subject/26336252/","克里斯托弗·麦奎里","https://movie.douban.com/celebrity/1276314/","丽贝卡·弗格森","饰 伊尔莎·浮士德 Ilsa Faust","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1376924506.04.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1376924506.04.jpg","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529365085.jpg","https://movie.douban.com/subject/26336252/photos?type=R","2018-08-31(中国大陆)","又名:","8.1","伊森·亨特（汤姆·克鲁斯饰）和队友们接到了追回三个大杀伤性核武器的任务。眼见任务马上就能完成，但为了挽救其中一位队友卢瑟（文·瑞姆斯饰）的生命，三个核武器被人趁机带走。中情局负责人斯隆女士（安吉拉·贝塞特饰）调来她手下的得意猛将沃克（亨利·卡维尔饰），让他盯着伊森·亨特完成追回核武器的任务。期间，女特工伊尔莎（丽贝卡·弗格森饰）突然出现，伊森·亨特发现，他要面对的并不只是恐怖分子，还有潜藏在政府部门的内鬼。"
"10
华盛顿邮报8.3","https://movie.douban.com/subject/26990609/","史蒂文·斯皮尔伯格","https://movie.douban.com/celebrity/1054440/","史蒂文·斯皮尔伯格","导演","","","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512869017.jpg","https://movie.douban.com/subject/26990609/photos?type=R","语言:","片长:","8.3","关于“五角大楼文件”泄密案（Pentagon Papers）的新片《The Post》，将史蒂文·斯皮尔伯格、汤姆·汉克斯与梅丽尔·斯特里普聚到了一起。斯皮尔伯格将作为导演与制片人身份参与制作，而影片的男女主角分别是汉克斯与梅姨。
这部吸引好莱坞三巨头首次合作的电影将在银幕上重现著名的“五角大楼文件”泄密案。1971年，一名国防部官员将美国政府卷入越南战争的机密文件通过《纽约时报》《华盛顿邮报》等媒体曝光，而在文件公开之前，美国国防部曾试图阻挠文件的曝光并以失败告终。
“五角大楼文件”事件标志着尼克松领导的联邦政府名誉扫地的开始，随后爆发的水门事件直接导致尼克松政府倒台。
《The Post》的主人公为“五角大楼文件”事件中发挥关键作用的《华盛顿邮报》的编辑本·布拉德利与出版人凯·格拉汉姆。汉克斯将饰演布拉德利，这个角色曾在讲述水门事件的经典影片《总..."
"10
华盛顿邮报8.3","https://movie.douban.com/subject/26990609/","史蒂文·斯皮尔伯格","https://movie.douban.com/celebrity/1054440/","梅丽尔·斯特里普","饰 凯·格雷厄姆 Kay Graham","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p56399.jpg","https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p56399.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512869017.jpg","https://movie.douban.com/subject/26990609/photos?type=R","语言:","片长:","8.3","关于“五角大楼文件”泄密案（Pentagon Papers）的新片《The Post》，将史蒂文·斯皮尔伯格、汤姆·汉克斯与梅丽尔·斯特里普聚到了一起。斯皮尔伯格将作为导演与制片人身份参与制作，而影片的男女主角分别是汉克斯与梅姨。
这部吸引好莱坞三巨头首次合作的电影将在银幕上重现著名的“五角大楼文件”泄密案。1971年，一名国防部官员将美国政府卷入越南战争的机密文件通过《纽约时报》《华盛顿邮报》等媒体曝光，而在文件公开之前，美国国防部曾试图阻挠文件的曝光并以失败告终。
“五角大楼文件”事件标志着尼克松领导的联邦政府名誉扫地的开始，随后爆发的水门事件直接导致尼克松政府倒台。
《The Post》的主人公为“五角大楼文件”事件中发挥关键作用的《华盛顿邮报》的编辑本·布拉德利与出版人凯·格拉汉姆。汉克斯将饰演布拉德利，这个角色曾在讲述水门事件的经典影片《总..."
"10
华盛顿邮报8.3","https://movie.douban.com/subject/26990609/","史蒂文·斯皮尔伯格","https://movie.douban.com/celebrity/1054440/","汤姆·汉克斯","饰 本·布莱德利 Ben Bradlee","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p28603.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p28603.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512869017.jpg","https://movie.douban.com/subject/26990609/photos?type=R","语言:","片长:","8.3","关于“五角大楼文件”泄密案（Pentagon Papers）的新片《The Post》，将史蒂文·斯皮尔伯格、汤姆·汉克斯与梅丽尔·斯特里普聚到了一起。斯皮尔伯格将作为导演与制片人身份参与制作，而影片的男女主角分别是汉克斯与梅姨。
这部吸引好莱坞三巨头首次合作的电影将在银幕上重现著名的“五角大楼文件”泄密案。1971年，一名国防部官员将美国政府卷入越南战争的机密文件通过《纽约时报》《华盛顿邮报》等媒体曝光，而在文件公开之前，美国国防部曾试图阻挠文件的曝光并以失败告终。
“五角大楼文件”事件标志着尼克松领导的联邦政府名誉扫地的开始，随后爆发的水门事件直接导致尼克松政府倒台。
《The Post》的主人公为“五角大楼文件”事件中发挥关键作用的《华盛顿邮报》的编辑本·布拉德利与出版人凯·格拉汉姆。汉克斯将饰演布拉德利，这个角色曾在讲述水门事件的经典影片《总..."
"10
华盛顿邮报8.3","https://movie.douban.com/subject/26990609/","史蒂文·斯皮尔伯格","https://movie.douban.com/celebrity/1054440/","莎拉·保罗森","饰 托妮·布莱德利 Tony Bradlee","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1381416969.01.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1381416969.01.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512869017.jpg","https://movie.douban.com/subject/26990609/photos?type=R","语言:","片长:","8.3","关于“五角大楼文件”泄密案（Pentagon Papers）的新片《The Post》，将史蒂文·斯皮尔伯格、汤姆·汉克斯与梅丽尔·斯特里普聚到了一起。斯皮尔伯格将作为导演与制片人身份参与制作，而影片的男女主角分别是汉克斯与梅姨。
这部吸引好莱坞三巨头首次合作的电影将在银幕上重现著名的“五角大楼文件”泄密案。1971年，一名国防部官员将美国政府卷入越南战争的机密文件通过《纽约时报》《华盛顿邮报》等媒体曝光，而在文件公开之前，美国国防部曾试图阻挠文件的曝光并以失败告终。
“五角大楼文件”事件标志着尼克松领导的联邦政府名誉扫地的开始，随后爆发的水门事件直接导致尼克松政府倒台。
《The Post》的主人公为“五角大楼文件”事件中发挥关键作用的《华盛顿邮报》的编辑本·布拉德利与出版人凯·格拉汉姆。汉克斯将饰演布拉德利，这个角色曾在讲述水门事件的经典影片《总..."
"10
华盛顿邮报8.3","https://movie.douban.com/subject/26990609/","史蒂文·斯皮尔伯格","https://movie.douban.com/celebrity/1054440/","鲍勃·奥登科克","饰 本·巴格迪肯 Ben Bagdikian","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1561692726.55.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1561692726.55.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512869017.jpg","https://movie.douban.com/subject/26990609/photos?type=R","语言:","片长:","8.3","关于“五角大楼文件”泄密案（Pentagon Papers）的新片《The Post》，将史蒂文·斯皮尔伯格、汤姆·汉克斯与梅丽尔·斯特里普聚到了一起。斯皮尔伯格将作为导演与制片人身份参与制作，而影片的男女主角分别是汉克斯与梅姨。
这部吸引好莱坞三巨头首次合作的电影将在银幕上重现著名的“五角大楼文件”泄密案。1971年，一名国防部官员将美国政府卷入越南战争的机密文件通过《纽约时报》《华盛顿邮报》等媒体曝光，而在文件公开之前，美国国防部曾试图阻挠文件的曝光并以失败告终。
“五角大楼文件”事件标志着尼克松领导的联邦政府名誉扫地的开始，随后爆发的水门事件直接导致尼克松政府倒台。
《The Post》的主人公为“五角大楼文件”事件中发挥关键作用的《华盛顿邮报》的编辑本·布拉德利与出版人凯·格拉汉姆。汉克斯将饰演布拉德利，这个角色曾在讲述水门事件的经典影片《总..."
"10
华盛顿邮报8.3","https://movie.douban.com/subject/26990609/","史蒂文·斯皮尔伯格","https://movie.douban.com/celebrity/1054440/","崔西·莱茨","饰 弗里茨·毕比 Fritz Beebe","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1394028591.12.jpg","https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1394028591.12.jpg","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512869017.jpg","https://movie.douban.com/subject/26990609/photos?type=R","语言:","片长:","8.3","关于“五角大楼文件”泄密案（Pentagon Papers）的新片《The Post》，将史蒂文·斯皮尔伯格、汤姆·汉克斯与梅丽尔·斯特里普聚到了一起。斯皮尔伯格将作为导演与制片人身份参与制作，而影片的男女主角分别是汉克斯与梅姨。
这部吸引好莱坞三巨头首次合作的电影将在银幕上重现著名的“五角大楼文件”泄密案。1971年，一名国防部官员将美国政府卷入越南战争的机密文件通过《纽约时报》《华盛顿邮报》等媒体曝光，而在文件公开之前，美国国防部曾试图阻挠文件的曝光并以失败告终。
“五角大楼文件”事件标志着尼克松领导的联邦政府名誉扫地的开始，随后爆发的水门事件直接导致尼克松政府倒台。
《The Post》的主人公为“五角大楼文件”事件中发挥关键作用的《华盛顿邮报》的编辑本·布拉德利与出版人凯·格拉汉姆。汉克斯将饰演布拉德利，这个角色曾在讲述水门事件的经典影片《总..."